|time|mat_size|power|num_th|blk_size
186|116.54|2048|9|4|8.0
187|128.58|2048|9|4|16.0
188|121.44|2048|9|4|32.0
189|120.29|2048|9|4|64.0
190|159.89|2048|9|8|4.0
191|89.8|2048|9|8|8.0
192|89.33|2048|9|8|16.0
193|85.59|2048|9|8|32.0
194|81.69|2048|9|8|64.0
195|98.5|2048|9|16|4.0
196|88.25|2048|9|16|8.0
197|58.58|2048|9|16|16.0
198|45.27|2048|9|16|32.0
199|42.76|2048|9|16|64.0
200|408.46|2048|10|1|4.0
201|386.07|2048|10|1|8.0
202|425.92|2048|10|1|16.0
203|398.0|2048|10|1|32.0
204|388.23|2048|10|1|64.0
205|204.93|2048|10|2|4.0
206|195.52|2048|10|2|8.0
207|223.25|2048|10|2|16.0
208|205.28|2048|10|2|32.0
209|198.51|2048|10|2|64.0
210|134.92|2048|10|4|4.0
211|124.28|2048|10|4|8.0
212|132.84|2048|10|4|16.0
213|121.59|2048|10|4|32.0
214|119.72|2048|10|4|64.0
215|242.87|2048|10|8|4.0
216|87.12|2048|10|8|8.0
217|99.81|2048|10|8|16.0
218|85.11|2048|10|8|32.0
219|82.11|2048|10|8|64.0
220|129.5|2048|10|16|4.0
221|99.73|2048|10|16|8.0
222|58.53|2048|10|16|16.0
223|45.7|2048|10|16|32.0
224|42.89|2048|10|16|64.0
225|453.69|2048|11|1|4.0
226|429.95|2048|11|1|8.0
227|474.79|2048|11|1|16.0
228|444.15|2048|11|1|32.0
229|430.7|2048|11|1|64.0
230|248.35|2048|11|2|4.0
231|234.83|2048|11|2|8.0
232|259.5|2048|11|2|16.0
233|244.74|2048|11|2|32.0
234|237.57|2048|11|2|64.0
235|136.83|2048|11|4|4.0
236|119.76|2048|11|4|8.0
237|132.67|2048|11|4|16.0
238|123.06|2048|11|4|32.0
239|118.99|2048|11|4|64.0
240|235.41|2048|11|8|4.0
241|129.57|2048|11|8|8.0
242|97.6|2048|11|8|16.0
243|84.1|2048|11|8|32.0
244|82.46|2048|11|8|64.0
245|127.86|2048|11|16|4.0
246|90.46|2048|11|16|8.0
247|59.14|2048|11|16|16.0
248|45.43|2048|11|16|32.0
249|42.7|2048|11|16|64.0
250|491.71|2048|12|1|4.0
251|465.89|2048|12|1|8.0
252|515.14|2048|12|1|16.0
253|480.04|2048|12|1|32.0
254|468.01|2048|12|1|64.0
255|251.34|2048|12|2|4.0
256|241.38|2048|12|2|8.0
257|270.1|2048|12|2|16.0
258|246.5|2048|12|2|32.0
259|237.93|2048|12|2|64.0
260|130.27|2048|12|4|4.0
261|230.03|2048|12|4|8.0
262|133.46|2048|12|4|16.0
263|122.92|2048|12|4|32.0
264|120.97|2048|12|4|64.0
265|222.36|2048|12|8|4.0
266|144.71|2048|12|8|8.0
267|109.95|2048|12|8|16.0
268|84.81|2048|12|8|32.0
269|82.55|2048|12|8|64.0
270|102.75|2048|12|16|4.0
271|101.19|2048|12|16|8.0
272|59.13|2048|12|16|16.0
273|45.11|2048|12|16|32.0
274|42.96|2048|12|16|64.0
275|532.42|2048|13|1|4.0
276|504.94|2048|13|1|8.0
277|555.57|2048|13|1|16.0
278|521.4|2048|13|1|32.0
279|505.06|2048|13|1|64.0
280|288.1|2048|13|2|4.0
281|276.1|2048|13|2|8.0
282|309.41|2048|13|2|16.0
283|286.35|2048|13|2|32.0
284|278.72|2048|13|2|64.0
285|413.38|2048|13|4|4.0
286|158.54|2048|13|4|8.0
287|175.78|2048|13|4|16.0
288|162.23|2048|13|4|32.0
289|157.82|2048|13|4|64.0
290|95.45|2048|13|8|4.0
291|166.6|2048|13|8|8.0
292|98.61|2048|13|8|16.0
293|86.96|2048|13|8|32.0
294|83.9|2048|13|8|64.0
295|50.77|2048|13|16|4.0
296|99.3|2048|13|16|8.0
297|60.29|2048|13|16|16.0
298|45.54|2048|13|16|32.0
299|42.93|2048|13|16|64.0
300|571.91|2048|14|1|4.0
301|541.86|2048|14|1|8.0
302|597.95|2048|14|1|16.0
303|559.36|2048|14|1|32.0
304|545.53|2048|14|1|64.0
305|293.71|2048|14|2|4.0
306|277.97|2048|14|2|8.0
307|304.51|2048|14|2|16.0
308|285.72|2048|14|2|32.0
309|279.93|2048|14|2|64.0
310|174.88|2048|14|4|4.0
311|183.26|2048|14|4|8.0
312|175.58|2048|14|4|16.0
313|162.11|2048|14|4|32.0
314|157.25|2048|14|4|64.0
315|187.1|2048|14|8|4.0
316|168.87|2048|14|8|8.0
317|108.17|2048|14|8|16.0
318|86.89|2048|14|8|32.0
319|84.22|2048|14|8|64.0
320|73.07|2048|14|16|4.0
321|104.82|2048|14|16|8.0
322|59.82|2048|14|16|16.0
323|45.75|2048|14|16|32.0
324|42.92|2048|14|16|64.0
325|621.92|2048|15|1|4.0
326|588.64|2048|15|1|8.0
327|649.81|2048|15|1|16.0
328|607.71|2048|15|1|32.0
329|590.64|2048|15|1|64.0
330|329.45|2048|15|2|4.0
331|313.88|2048|15|2|8.0
332|359.32|2048|15|2|16.0
333|328.6|2048|15|2|32.0
334|318.83|2048|15|2|64.0
335|168.61|2048|15|4|4.0
336|162.05|2048|15|4|8.0
337|176.52|2048|15|4|16.0
338|164.68|2048|15|4|32.0
339|158.78|2048|15|4|64.0
340|356.0|2048|15|8|4.0
341|155.37|2048|15|8|8.0
342|107.71|2048|15|8|16.0
343|87.93|2048|15|8|32.0
344|84.66|2048|15|8|64.0
345|85.49|2048|15|16|4.0
346|95.28|2048|15|16|8.0
347|60.29|2048|15|16|16.0
348|45.41|2048|15|16|32.0
349|42.85|2048|15|16|64.0
350|654.12|2048|16|1|4.0
351|621.41|2048|16|1|8.0
352|684.43|2048|16|1|16.0
353|639.5|2048|16|1|32.0
354|623.33|2048|16|1|64.0
355|327.31|2048|16|2|4.0
356|315.14|2048|16|2|8.0
357|353.82|2048|16|2|16.0
358|327.42|2048|16|2|32.0
359|319.31|2048|16|2|64.0
360|181.02|2048|16|4|4.0
361|167.54|2048|16|4|8.0
362|182.53|2048|16|4|16.0
363|163.25|2048|16|4|32.0
364|159.91|2048|16|4|64.0
365|128.37|2048|16|8|4.0
366|170.77|2048|16|8|8.0
367|114.63|2048|16|8|16.0
368|88.69|2048|16|8|32.0
369|84.36|2048|16|8|64.0
370|130.13|2048|16|16|4.0
371|106.03|2048|16|16|8.0
372|60.99|2048|16|16|16.0
373|45.84|2048|16|16|32.0
374|42.91|2048|16|16|64.0
375|10.71|1024|2|1|4.0
376|9.39|1024|2|1|8.0
377|10.19|1024|2|1|16.0
378|9.96|1024|2|1|32.0
379|9.64|1024|2|1|64.0
380|5.22|1024|2|2|4.0
381|4.71|1024|2|2|8.0
382|5.16|1024|2|2|16.0
383|5.1|1024|2|2|32.0
384|4.95|1024|2|2|64.0
385|5.32|1024|2|4|4.0
386|4.82|1024|2|4|8.0
387|5.11|1024|2|4|16.0
388|5.06|1024|2|4|32.0
389|4.98|1024|2|4|64.0
390|5.37|1024|2|8|4.0
391|4.8|1024|2|8|8.0
392|5.31|1024|2|8|16.0
393|5.02|1024|2|8|32.0
394|4.95|1024|2|8|64.0
395|5.36|1024|2|16|4.0
396|4.8|1024|2|16|8.0
397|5.21|1024|2|16|16.0
398|5.04|1024|2|16|32.0
399|4.9|1024|2|16|64.0
400|15.68|1024|3|1|4.0
401|14.03|1024|3|1|8.0
402|15.32|1024|3|1|16.0
403|14.88|1024|3|1|32.0
404|14.55|1024|3|1|64.0
405|10.43|1024|3|2|4.0
406|9.71|1024|3|2|8.0
407|10.37|1024|3|2|16.0
408|10.0|1024|3|2|32.0
409|9.76|1024|3|2|64.0
410|6.07|1024|3|4|4.0
411|6.96|1024|3|4|8.0
412|5.22|1024|3|4|16.0
413|5.16|1024|3|4|32.0
414|5.04|1024|3|4|64.0
415|8.49|1024|3|8|4.0
416|4.87|1024|3|8|8.0
417|5.22|1024|3|8|16.0
418|5.18|1024|3|8|32.0
419|4.93|1024|3|8|64.0
420|10.7|1024|3|16|4.0
421|7.69|1024|3|16|8.0
422|5.36|1024|3|16|16.0
423|5.14|1024|3|16|32.0
424|5.0|1024|3|16|64.0
425|21.29|1024|4|1|4.0
426|18.82|1024|4|1|8.0
427|20.58|1024|4|1|16.0
428|20.02|1024|4|1|32.0
429|19.44|1024|4|1|64.0
430|10.5|1024|4|2|4.0
431|9.54|1024|4|2|8.0
432|10.38|1024|4|2|16.0
433|10.12|1024|4|2|32.0
434|9.86|1024|4|2|64.0
435|6.19|1024|4|4|4.0
436|4.91|1024|4|4|8.0
437|5.6|1024|4|4|16.0
438|5.23|1024|4|4|32.0
439|5.06|1024|4|4|64.0
440|10.63|1024|4|8|4.0
441|7.0|1024|4|8|8.0
442|5.35|1024|4|8|16.0
443|5.24|1024|4|8|32.0
444|5.03|1024|4|8|64.0
445|6.63|1024|4|16|4.0
446|5.09|1024|4|16|8.0
447|5.46|1024|4|16|16.0
448|5.18|1024|4|16|32.0
449|5.0|1024|4|16|64.0
450|26.19|1024|5|1|4.0
451|23.43|1024|5|1|
452|25.6|1024|5|1|16.0
453|24.84|1024|5|1|32.0
454|24.3|1024|5|1|64.0
455|16.24|1024|5|2|4.0
456|14.03|1024|5|2|8.0
457|15.37|1024|5|2|16.0
458|15.01|1024|5|2|32.0
459|14.64|1024|5|2|64.0
460|10.42|1024|5|4|4.0
461|10.29|1024|5|4|8.0
462|10.78|1024|5|4|16.0
463|10.16|1024|5|4|32.0
464|9.87|1024|5|4|64.0
465|12.57|1024|5|8|4.0
466|9.53|1024|5|8|8.0
467|5.92|1024|5|8|16.0
468|5.56|1024|5|8|32.0
469|5.24|1024|5|8|64.0
470|7.12|1024|5|16|4.0
471|7.19|1024|5|16|8.0
472|5.54|1024|5|16|16.0
473|5.3|1024|5|16|32.0
474|5.09|1024|5|16|64.0
475|31.43|1024|6|1|4.0
476|28.14|1024|6|1|8.0
477|30.83|1024|6|1|16.0
478|30.05|1024|6|1|32.0
479|29.16|1024|6|1|64.0
480|15.92|1024|6|2|4.0
481|14.35|1024|6|2|8.0
482|15.67|1024|6|2|16.0
483|15.43|1024|6|2|32.0
484|14.75|1024|6|2|64.0
485|11.69|1024|6|4|4.0
486|10.86|1024|6|4|8.0
487|10.51|1024|6|4|16.0
488|10.3|1024|6|4|32.0
489|9.97|1024|6|4|64.0
490|13.34|1024|6|8|4.0
491|10.49|1024|6|8|8.0
492|6.93|1024|6|8|16.0
493|5.49|1024|6|8|32.0
494|5.19|1024|6|8|64.0
495|22.93|1024|6|16|4.0
496|7.89|1024|6|16|8.0
497|6.31|1024|6|16|16.0
498|5.46|1024|6|16|32.0
499|5.17|1024|6|16|64.0
500|36.46|1024|7|1|4.0
501|32.65|1024|7|1|8.0
502|35.89|1024|7|1|16.0
503|34.75|1024|7|1|32.0
504|33.98|1024|7|1|64.0
505|20.84|1024|7|2|4.0
506|19.02|1024|7|2|8.0
507|20.72|1024|7|2|16.0
508|20.02|1024|7|2|32.0
509|19.76|1024|7|2|64.0
510|11.9|1024|7|4|4.0
511|10.45|1024|7|4|8.0
512|10.94|1024|7|4|16.0
513|10.31|1024|7|4|32.0
514|9.98|1024|7|4|64.0
515|8.46|1024|7|8|4.0
516|10.66|1024|7|8|8.0
517|6.31|1024|7|8|16.0
518|5.53|1024|7|8|32.0
519|5.25|1024|7|8|64.0
520|16.77|1024|7|16|4.0
521|8.49|1024|7|16|8.0
522|6.18|1024|7|16|16.0
523|5.48|1024|7|16|32.0
524|5.16|1024|7|16|64.0
525|41.98|1024|8|1|4.0
526|37.52|1024|8|1|8.0
527|41.08|1024|8|1|16.0
528|40.08|1024|8|1|32.0
529|38.94|1024|8|1|64.0
530|21.13|1024|8|2|4.0
531|18.97|1024|8|2|8.0
532|20.84|1024|8|2|16.0
533|20.16|1024|8|2|32.0
534|19.58|1024|8|2|64.0
535|11.3|1024|8|4|4.0
536|9.76|1024|8|4|8.0
537|10.76|1024|8|4|16.0
538|10.38|1024|8|4|32.0
539|10.03|1024|8|4|64.0
540|6.55|1024|8|8|4.0
541|10.97|1024|8|8|8.0
542|7.01|1024|8|8|16.0
543|5.56|1024|8|8|32.0
544|5.31|1024|8|8|64.0
545|9.56|1024|8|16|4.0
546|10.89|1024|8|16|8.0
547|6.71|1024|8|16|16.0
548|5.55|1024|8|16|32.0
549|5.24|1024|8|16|64.0
550|47.13|1024|9|1|4.0
551|42.17|1024|9|1|8.0
552|46.11|1024|9|1|16.0
553|44.72|1024|9|1|32.0
554|43.72|1024|9|1|64.0
555|26.43|1024|9|2|4.0
556|23.71|1024|9|2|8.0
557|25.85|1024|9|2|16.0
558|25.17|1024|9|2|32.0
559|24.55|1024|9|2|64.0
560|15.76|1024|9|4|4.0
561|14.29|1024|9|4|8.0
562|15.48|1024|9|4|16.0
563|15.05|1024|9|4|32.0
564|14.74|1024|9|4|64.0
565|19.88|1024|9|8|4.0
566|12.84|1024|9|8|8.0
567|10.66|1024|9|8|16.0
568|10.36|1024|9|8|32.0
569|10.01|1024|9|8|64.0
570|8.69|1024|9|16|4.0
571|10.94|1024|9|16|8.0
572|6.3|1024|9|16|16.0
573|5.6|1024|9|16|32.0
574|5.37|1024|9|16|64.0
575|53.2|1024|10|1|4.0
576|47.1|1024|10|1|8.0
577|51.49|1024|10|1|16.0
578|50.27|1024|10|1|32.0
579|48.82|1024|10|1|64.0
580|26.33|1024|10|2|4.0
581|23.57|1024|10|2|8.0
582|25.73|1024|10|2|16.0
583|25.39|1024|10|2|32.0
584|24.65|1024|10|2|64.0
585|16.28|1024|10|4|4.0
586|14.68|1024|10|4|8.0
587|15.7|1024|10|4|16.0
588|15.34|1024|10|4|32.0
589|15.17|1024|10|4|64.0
590|25.81|1024|10|8|4.0
591|17.02|1024|10|8|8.0
592|12.17|1024|10|8|16.0
593|10.59|1024|10|8|32.0
594|10.04|1024|10|8|64.0
595|6.09|1024|10|16|4.0
596|10.99|1024|10|16|8.0
597|6.15|1024|10|16|16.0
598|5.49|1024|10|16|32.0
599|5.33|1024|10|16|64.0
600|57.53|1024|11|1|4.0
601|51.63|1024|11|1|8.0
602|56.38|1024|11|1|16.0
603|54.68|1024|11|1|32.0
604|53.53|1024|11|1|64.0
605|31.38|1024|11|2|4.0
606|28.83|1024|11|2|8.0
607|30.92|1024|11|2|16.0
608|30.55|1024|11|2|32.0
609|29.69|1024|11|2|64.0
610|16.93|1024|11|4|4.0
611|14.83|1024|11|4|8.0
612|15.89|1024|11|4|16.0
613|15.54|1024|11|4|32.0
614|14.97|1024|11|4|64.0
615|24.67|1024|11|8|4.0
616|20.04|1024|11|8|8.0
617|11.1|1024|11|8|16.0
618|10.35|1024|11|8|32.0
619|10.24|1024|11|8|64.0
620|19.79|1024|11|16|4.0
621|12.15|1024|11|16|8.0
622|7.07|1024|11|16|16.0
623|5.68|1024|11|16|32.0
624|5.28|1024|11|16|64.0
625|62.85|1024|12|1|4.0
626|55.83|1024|12|1|8.0
627|61.21|1024|12|1|16.0
628|59.57|1024|12|1|32.0
629|57.87|1024|12|1|64.0
630|31.33|1024|12|2|4.0
631|28.62|1024|12|2|8.0
632|31.3|1024|12|2|16.0
633|30.13|1024|12|2|32.0
634|29.64|1024|12|2|64.0
635|17.49|1024|12|4|4.0
636|14.67|1024|12|4|8.0
637|15.7|1024|12|4|16.0
638|15.72|1024|12|4|32.0
639|15.07|1024|12|4|64.0
640|30.47|1024|12|8|4.0
641|20.35|1024|12|8|8.0
642|11.07|1024|12|8|16.0
643|10.8|1024|12|8|32.0
644|10.21|1024|12|8|64.0
645|8.37|1024|12|16|4.0
646|10.19|1024|12|16|8.0
647|7.04|1024|12|16|16.0
648|5.61|1024|12|16|32.0
649|5.33|1024|12|16|64.0
650|67.89|1024|13|1|4.0
651|60.76|1024|13|1|8.0
652|66.65|1024|13|1|16.0
653|64.63|1024|13|1|32.0
654|63.17|1024|13|1|64.0
655|38.14|1024|13|2|4.0
656|32.85|1024|13|2|8.0
657|36.91|1024|13|2|16.0
658|34.85|1024|13|2|32.0
659|34.21|1024|13|2|64.0
660|21.01|1024|13|4|4.0
661|19.59|1024|13|4|8.0
662|21.35|1024|13|4|16.0
663|20.37|1024|13|4|32.0
664|19.83|1024|13|4|64.0
665|27.7|1024|13|8|4.0
666|17.26|1024|13|8|8.0
667|11.22|1024|13|8|16.0
668|10.91|1024|13|8|32.0
669|10.37|1024|13|8|64.0
670|19.47|1024|13|16|4.0
671|11.73|1024|13|16|8.0
672|6.28|1024|13|16|16.0
673|5.68|1024|13|16|32.0
674|5.31|1024|13|16|64.0
675|72.4|1024|14|1|4.0
676|64.97|1024|14|1|8.0
677|71.24|1024|14|1|16.0
678|69.57|1024|14|1|32.0
679|67.55|1024|14|1|64.0
680|36.64|1024|14|2|4.0
681|34.59|1024|14|2|8.0
682|36.29|1024|14|2|16.0
683|35.17|1024|14|2|32.0
684|34.52|1024|14|2|64.0
685|21.91|1024|14|4|4.0
686|18.77|1024|14|4|8.0
687|20.61|1024|14|4|16.0
688|20.35|1024|14|4|32.0
689|19.68|1024|14|4|64.0
690|15.86|1024|14|8|4.0
691|20.76|1024|14|8|8.0
692|11.4|1024|14|8|16.0
693|10.96|1024|14|8|32.0
694|10.43|1024|14|8|64.0
695|19.02|1024|14|16|4.0
696|11.62|1024|14|16|8.0
697|7.16|1024|14|16|16.0
698|5.66|1024|14|16|32.0
699|5.3|1024|14|16|64.0
700|77.84|1024|15|1|4.0
701|69.55|1024|15|1|8.0
702|76.36|1024|15|1|16.0
703|73.95|1024|15|1|32.0
704|72.31|1024|15|1|64.0
705|42.8|1024|15|2|4.0
706|37.45|1024|15|2|8.0
707|40.93|1024|15|2|16.0
708|40.08|1024|15|2|32.0
709|39.2|1024|15|2|64.0
710|22.18|1024|15|4|4.0
711|20.91|1024|15|4|8.0
712|21.14|1024|15|4|16.0
713|20.43|1024|15|4|32.0
714|19.82|1024|15|4|64.0
715|30.42|1024|15|8|4.0
716|19.74|1024|15|8|8.0
717|12.01|1024|15|8|16.0
718|10.97|1024|15|8|32.0
719|10.42|1024|15|8|64.0
720|12.84|1024|15|16|4.0
721|12.36|1024|15|16|8.0
722|7.32|1024|15|16|16.0
723|5.68|1024|15|16|32.0
724|5.3|1024|15|16|64.0
725|82.9|1024|16|1|4.0
726|74.08|1024|16|1|8.0
727|81.14|1024|16|1|16.0
728|79.32|1024|16|1|32.0
729|77.03|1024|16|1|64.0
730|41.95|1024|16|2|4.0
731|37.67|1024|16|2|8.0
732|41.5|1024|16|2|16.0
733|40.8|1024|16|2|32.0
734|39.28|1024|16|2|64.0
735|21.69|1024|16|4|4.0
736|27.87|1024|16|4|8.0
737|21.58|1024|16|4|16.0
738|20.48|1024|16|4|32.0
739|19.97|1024|16|4|64.0
740|30.29|1024|16|8|4.0
741|23.2|1024|16|8|8.0
742|14.08|1024|16|8|16.0
743|11.19|1024|16|8|32.0
744|10.43|1024|16|8|64.0
745|15.02|1024|16|16|4.0
746|11.53|1024|16|16|8.0
747|7.15|1024|16|16|16.0
748|5.71|1024|16|16|32.0
749|5.41|1024|16|16|64.0
750|1.3|512|2|1|4.0
751|1.16|512|2|1|8.0
752|1.22|512|2|1|16.0
753|1.17|512|2|1|32.0
754|1.2|512|2|1|64.0
755|0.66|512|2|2|4.0
756|0.74|512|2|2|8.0
757|0.61|512|2|2|16.0
758|0.62|512|2|2|32.0
759|0.6|512|2|2|64.0
760|0.66|512|2|4|4.0
761|0.58|512|2|4|8.0
762|0.62|512|2|4|16.0
763|0.61|512|2|4|32.0
764|0.61|512|2|4|64.0
765|0.65|512|2|8|4.0
766|0.58|512|2|8|8.0
767|0.61|512|2|8|16.0
768|0.61|512|2|8|32.0
769|0.62|512|2|8|64.0
770|0.89|512|2|16|4.0
771|0.59|512|2|16|8.0
772|0.62|512|2|16|16.0
773|0.61|512|2|16|32.0
774|0.63|512|2|16|64.0
775|1.95|512|3|1|4.0
776|1.77|512|3|1|8.0
777|1.82|512|3|1|16.0
778|1.78|512|3|1|32.0
779|1.79|512|3|1|64.0
780|1.3|512|3|2|4.0
781|1.21|512|3|2|8.0
782|1.23|512|3|2|16.0
783|1.2|512|3|2|32.0
784|1.19|512|3|2|64.0
785|2.12|512|3|4|4.0
786|0.68|512|3|4|8.0
787|0.67|512|3|4|16.0
788|0.63|512|3|4|32.0
789|0.64|512|3|4|64.0
790|0.7|512|3|8|4.0
791|0.91|512|3|8|8.0
792|0.65|512|3|8|16.0
793|0.62|512|3|8|32.0
794|0.62|512|3|8|64.0
795|0.75|512|3|16|4.0
796|0.73|512|3|16|8.0
797|0.63|512|3|16|16.0
798|0.63|512|3|16|32.0
799|0.63|512|3|16|64.0
800|2.65|512|4|1|4.0
801|2.37|512|4|1|8.0
802|2.46|512|4|1|16.0
803|2.38|512|4|1|32.0
804|2.54|512|4|1|64.0
805|1.34|512|4|2|4.0
806|1.23|512|4|2|8.0
807|1.28|512|4|2|16.0
808|1.19|512|4|2|32.0
809|1.25|512|4|2|64.0
810|0.75|512|4|4|4.0
811|1.25|512|4|4|8.0
812|0.75|512|4|4|16.0
813|0.64|512|4|4|32.0
814|0.64|512|4|4|64.0
815|2.55|512|4|8|4.0
816|0.65|512|4|8|8.0
817|0.75|512|4|8|16.0
818|0.64|512|4|8|32.0
819|0.64|512|4|8|64.0
820|2.14|512|4|16|4.0
821|1.14|512|4|16|8.0
822|0.76|512|4|16|16.0
823|0.63|512|4|16|32.0
824|0.64|512|4|16|64.0
