|time|mat_size|power|num_th|blk_size
823|0.33|512|4|16|32.0
824|0.49|512|4|16|64.0
825|3.02|512|5|1|4.0
826|2.72|512|5|1|8.0
827|2.89|512|5|1|16.0
828|2.73|512|5|1|32.0
829|2.88|512|5|1|64.0
830|1.54|512|5|2|4.0
831|1.3|512|5|2|8.0
832|1.36|512|5|2|16.0
833|1.54|512|5|2|32.0
834|1.68|512|5|2|64.0
835|1.11|512|5|4|4.0
836|1.12|512|5|4|8.0
837|0.73|512|5|4|16.0
838|0.76|512|5|4|32.0
839|0.94|512|5|4|64.0
840|1.81|512|5|8|4.0
841|1.09|512|5|8|8.0
842|0.39|512|5|8|16.0
843|0.32|512|5|8|32.0
844|0.39|512|5|8|64.0
845|2.5|512|5|16|4.0
846|1.04|512|5|16|8.0
847|0.39|512|5|16|16.0
848|0.2|512|5|16|32.0
849|0.48|512|5|16|64.0
850|3.71|512|6|1|4.0
851|3.33|512|6|1|8.0
852|3.35|512|6|1|16.0
853|3.37|512|6|1|32.0
854|3.39|512|6|1|64.0
855|1.72|512|6|2|4.0
856|1.33|512|6|2|8.0
857|1.46|512|6|2|16.0
858|1.51|512|6|2|32.0
859|1.39|512|6|2|64.0
860|0.96|512|6|4|4.0
861|1.52|512|6|4|8.0
862|1.15|512|6|4|16.0
863|0.78|512|6|4|32.0
864|0.86|512|6|4|64.0
865|0.52|512|6|8|4.0
866|0.8|512|6|8|8.0
867|0.52|512|6|8|16.0
868|0.31|512|6|8|32.0
869|0.45|512|6|8|64.0
870|2.9|512|6|16|4.0
871|1.08|512|6|16|8.0
872|0.45|512|6|16|16.0
873|0.41|512|6|16|32.0
874|0.24|512|6|16|64.0
875|4.25|512|7|1|4.0
876|3.94|512|7|1|8.0
877|4.14|512|7|1|16.0
878|3.7|512|7|1|32.0
879|4.06|512|7|1|64.0
880|2.2|512|7|2|4.0
881|2.21|512|7|2|8.0
882|2.2|512|7|2|16.0
883|1.9|512|7|2|32.0
884|2.06|512|7|2|64.0
885|2.21|512|7|4|4.0
886|1.34|512|7|4|8.0
887|0.95|512|7|4|16.0
888|1.0|512|7|4|32.0
889|0.88|512|7|4|64.0
890|2.59|512|7|8|4.0
891|1.15|512|7|8|8.0
892|0.64|512|7|8|16.0
893|0.39|512|7|8|32.0
894|0.47|512|7|8|64.0
895|2.54|512|7|16|4.0
896|0.91|512|7|16|8.0
897|0.58|512|7|16|16.0
898|0.4|512|7|16|32.0
899|0.17|512|7|16|64.0
900|5.0|512|8|1|4.0
901|4.42|512|8|1|8.0
902|4.46|512|8|1|16.0
903|4.46|512|8|1|32.0
904|4.55|512|8|1|64.0
905|2.47|512|8|2|4.0
906|1.89|512|8|2|8.0
907|2.1|512|8|2|16.0
908|1.93|512|8|2|32.0
909|1.96|512|8|2|64.0
910|1.3|512|8|4|4.0
911|0.83|512|8|4|8.0
912|1.16|512|8|4|16.0
913|0.78|512|8|4|32.0
914|0.77|512|8|4|64.0
915|2.89|512|8|8|4.0
916|0.91|512|8|8|8.0
917|0.71|512|8|8|16.0
918|0.6|512|8|8|32.0
919|0.5|512|8|8|64.0
920|1.32|512|8|16|4.0
921|1.21|512|8|16|8.0
922|0.5|512|8|16|16.0
923|0.38|512|8|16|32.0
924|0.52|512|8|16|64.0
925|5.44|512|9|1|4.0
926|5.08|512|9|1|8.0
927|5.14|512|9|1|16.0
928|5.14|512|9|1|32.0
929|5.27|512|9|1|64.0
930|3.05|512|9|2|4.0
931|2.43|512|9|2|8.0
932|2.88|512|9|2|16.0
933|2.52|512|9|2|32.0
934|2.73|512|9|2|64.0
935|1.65|512|9|4|4.0
936|2.46|512|9|4|8.0
937|1.82|512|9|4|16.0
938|1.36|512|9|4|32.0
939|1.4|512|9|4|64.0
940|1.85|512|9|8|4.0
941|0.96|512|9|8|8.0
942|1.07|512|9|8|16.0
943|1.1|512|9|8|32.0
944|1.07|512|9|8|64.0
945|2.46|512|9|16|4.0
946|0.79|512|9|16|8.0
947|0.62|512|9|16|16.0
948|0.3|512|9|16|32.0
949|0.38|512|9|16|64.0
950|6.42|512|10|1|4.0
951|5.51|512|10|1|8.0
952|5.69|512|10|1|16.0
953|5.6|512|10|1|32.0
954|5.56|512|10|1|64.0
955|3.03|512|10|2|4.0
956|2.51|512|10|2|8.0
957|2.71|512|10|2|16.0
958|2.59|512|10|2|32.0
959|2.91|512|10|2|64.0
960|2.86|512|10|4|4.0
961|1.73|512|10|4|8.0
962|1.75|512|10|4|16.0
963|1.57|512|10|4|32.0
964|1.75|512|10|4|64.0
965|1.93|512|10|8|4.0
966|1.33|512|10|8|8.0
967|0.99|512|10|8|16.0
968|1.01|512|10|8|32.0
969|0.82|512|10|8|64.0
970|0.44|512|10|16|4.0
971|1.0|512|10|16|8.0
972|0.6|512|10|16|16.0
973|0.53|512|10|16|32.0
974|0.26|512|10|16|64.0
975|7.1|512|11|1|4.0
976|6.3|512|11|1|8.0
977|6.57|512|11|1|16.0
978|6.14|512|11|1|32.0
979|6.36|512|11|1|64.0
980|3.76|512|11|2|4.0
981|3.24|512|11|2|8.0
982|3.22|512|11|2|16.0
983|3.37|512|11|2|32.0
984|3.17|512|11|2|64.0
985|3.82|512|11|4|4.0
986|2.93|512|11|4|8.0
987|1.64|512|11|4|16.0
988|1.47|512|11|4|32.0
989|1.53|512|11|4|64.0
990|3.17|512|11|8|4.0
991|1.45|512|11|8|8.0
992|1.01|512|11|8|16.0
993|1.06|512|11|8|32.0
994|1.15|512|11|8|64.0
995|2.54|512|11|16|4.0
996|0.96|512|11|16|8.0
997|0.51|512|11|16|16.0
998|0.19|512|11|16|32.0
999|0.29|512|11|16|64.0
1000|7.69|512|12|1|4.0
1001|6.54|512|12|1|8.0
1002|6.92|512|12|1|16.0
1003|6.93|512|12|1|32.0
1004|6.86|512|12|1|64.0
1005|3.77|512|12|2|4.0
1006|3.47|512|12|2|8.0
1007|3.29|512|12|2|16.0
1008|3.17|512|12|2|32.0
1009|3.32|512|12|2|64.0
1010|5.29|512|12|4|4.0
1011|1.8|512|12|4|8.0
1012|1.64|512|12|4|16.0
1013|1.61|512|12|4|32.0
1014|1.76|512|12|4|64.0
1015|2.59|512|12|8|4.0
1016|1.68|512|12|8|8.0
1017|0.93|512|12|8|16.0
1018|1.01|512|12|8|32.0
1019|0.9|512|12|8|64.0
1020|0.85|512|12|16|4.0
1021|1.17|512|12|16|8.0
1022|0.38|512|12|16|16.0
1023|0.49|512|12|16|32.0
1024|0.33|512|12|16|64.0
1025|8.45|512|13|1|4.0
1026|7.29|512|13|1|8.0
1027|7.63|512|13|1|16.0
1028|7.79|512|13|1|32.0
1029|7.46|512|13|1|64.0
1030|4.31|512|13|2|4.0
1031|3.88|512|13|2|8.0
1032|4.14|512|13|2|16.0
1033|3.79|512|13|2|32.0
1034|3.79|512|13|2|64.0
1035|2.24|512|13|4|4.0
1036|3.47|512|13|4|8.0
1037|2.15|512|13|4|16.0
1038|2.11|512|13|4|32.0
1039|2.39|512|13|4|64.0
1040|3.1|512|13|8|4.0
1041|1.59|512|13|8|8.0
1042|1.33|512|13|8|16.0
1043|1.01|512|13|8|32.0
1044|0.94|512|13|8|64.0
1045|0.98|512|13|16|4.0
1046|1.24|512|13|16|8.0
1047|0.6|512|13|16|16.0
1048|0.39|512|13|16|32.0
1049|0.47|512|13|16|64.0
1050|9.03|512|14|1|4.0
1051|7.97|512|14|1|8.0
1052|8.24|512|14|1|16.0
1053|7.85|512|14|1|32.0
1054|8.16|512|14|1|64.0
1055|4.31|512|14|2|4.0
1056|3.94|512|14|2|8.0
1057|4.05|512|14|2|16.0
1058|4.07|512|14|2|32.0
1059|4.11|512|14|2|64.0
1060|2.79|512|14|4|4.0
1061|2.26|512|14|4|8.0
1062|2.27|512|14|4|16.0
1063|2.35|512|14|4|32.0
1064|2.32|512|14|4|64.0
1065|1.91|512|14|8|4.0
1066|2.14|512|14|8|8.0
1067|1.47|512|14|8|16.0
1068|1.07|512|14|8|32.0
1069|1.19|512|14|8|64.0
1070|2.28|512|14|16|4.0
1071|0.94|512|14|16|8.0
1072|0.52|512|14|16|16.0
1073|0.38|512|14|16|32.0
1074|0.25|512|14|16|64.0
1075|9.7|512|15|1|4.0
1076|8.36|512|15|1|8.0
1077|8.86|512|15|1|16.0
1078|8.7|512|15|1|32.0
1079|8.6|512|15|1|64.0
1080|4.84|512|15|2|4.0
1081|4.47|512|15|2|8.0
1082|4.52|512|15|2|16.0
1083|4.48|512|15|2|32.0
1084|4.39|512|15|2|64.0
1085|2.77|512|15|4|4.0
1086|2.81|512|15|4|8.0
1087|2.23|512|15|4|16.0
1088|2.32|512|15|4|32.0
1089|2.15|512|15|4|64.0
1090|1.64|512|15|8|4.0
1091|1.46|512|15|8|8.0
1092|1.24|512|15|8|16.0
1093|1.26|512|15|8|32.0
1094|1.23|512|15|8|64.0
1095|0.97|512|15|16|4.0
1096|1.23|512|15|16|8.0
1097|0.67|512|15|16|16.0
1098|0.58|512|15|16|32.0
1099|0.38|512|15|16|64.0
1100|10.38|512|16|1|4.0
1101|8.93|512|16|1|8.0
1102|9.4|512|16|1|16.0
1103|9.32|512|16|1|32.0
1104|9.51|512|16|1|64.0
1105|5.18|512|16|2|4.0
1106|4.59|512|16|2|8.0
1107|4.64|512|16|2|16.0
1108|4.63|512|16|2|32.0
1109|4.67|512|16|2|64.0
1110|4.86|512|16|4|4.0
1111|2.3|512|16|4|8.0
1112|2.31|512|16|4|16.0
1113|2.11|512|16|4|32.0
1114|2.47|512|16|4|64.0
1115|1.79|512|16|8|4.0
1116|2.25|512|16|8|8.0
1117|1.1|512|16|8|16.0
1118|1.1|512|16|8|32.0
1119|1.14|512|16|8|64.0
1120|0.71|512|16|16|4.0
1121|1.31|512|16|16|8.0
1122|0.51|512|16|16|16.0
1123|0.47|512|16|16|32.0
1124|0.33|512|16|16|6.0
